,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,Event
4688,win,Rony Jason  Godofredo Pepey,0  0,36  32,0  0,0  1,Featherweight,U-DEC,3,5:00,"
              UFC 147: Silva vs Franklin 2
            "
4689,win,Fabricio Werdum  Mike Russow,1  0,31  3,0  0,0  0,Heavyweight,KO/TKO  Punch,1,2:28,"
              UFC 147: Silva vs Franklin 2
            "
4690,win,Hacran Dias  Iuri Alcantara,0  0,19  19,5  0,0  1,Featherweight,U-DEC,3,5:00,"
              UFC 147: Silva vs Franklin 2
            "
4691,win,Rodrigo Damm  Anistavio Medeiros,0  0,11  8,0  0,1  0,Featherweight,SUB  Rear Naked Choke,1,2:12,"
              UFC 147: Silva vs Franklin 2
            "
4692,win,Francisco Trinaldo  Delson Heleno,0  0,21  3,0  0,0  0,Middleweight,KO/TKO  Punches,1,4:21,"
              UFC 147: Silva vs Franklin 2
            "
4693,win,Hugo Viana  John Teixeira,0  0,65  52,0  1,0  0,Featherweight,S-DEC,3,5:00,"
              UFC 147: Silva vs Franklin 2
            "
4694,win,Thiago Perpetuo  Leonardo Mafra,1  0,68  33,1  0,0  1,Middleweight,KO/TKO  Punch,3,0:41,"
              UFC 147: Silva vs Franklin 2
            "
4695,win,Marcos Vinicius  Wagner Campos,0  0,28  17,0  2,0  0,Featherweight,KO/TKO  Punches,3,1:04,"
              UFC 147: Silva vs Franklin 2
            "
4696,draw  draw,Felipe Arantes  Milton Vieira,0  0,38  30,2  1,0  0,Featherweight,S-DEC,3,5:00,"
              UFC 147: Silva vs Franklin 2
            "
4697,win,Gray Maynard  Clay Guida,0  0,49  45,1  0,1  0,Lightweight,S-DEC,5,5:00,"
              UFC on FX: Maynard vs Guida
            "
4698,win,Sam Stout  Spencer Fisher,0  0,64  65,4  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC on FX: Maynard vs Guida
            "
4699,win,Brian Ebersole  TJ Waldburger,0  1,39  18,2  1,0  4,Welterweight,U-DEC,3,5:00,"
              UFC on FX: Maynard vs Guida
            "
4700,win,Cub Swanson  Ross Pearson,1  0,45  38,0  3,0  0,Featherweight,KO/TKO  Punch,2,4:14,"
              UFC on FX: Maynard vs Guida
            "
4701,win,Ricardo Lamas  Hatsu Hioki,0  0,36  17,0  4,4  0,Featherweight,U-DEC,3,5:00,"
              UFC on FX: Maynard vs Guida
            "
4702,win,Ramsey Nijem  CJ Keith,0  0,5  5,1  0,0  0,Lightweight,KO/TKO  Punch,1,2:29,"
              UFC on FX: Maynard vs Guida
            "
4703,win,Rick Story  Brock Jardine,0  0,51  18,5  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FX: Maynard vs Guida
            "
4704,win,Steven Siler  Joey Gambino,0  0,12  5,1  0,1  0,Featherweight,SUB  Guillotine Choke,1,2:47,"
              UFC on FX: Maynard vs Guida
            "
4705,win,Chris Camozzi  Nick Catone,0  0,34  14,0  2,0  0,Middleweight,KO/TKO,3,1:51,"
              UFC on FX: Maynard vs Guida
            "
4706,win,Matt Brown  Luis Ramos,0  0,52  20,0  1,0  0,Welterweight,KO/TKO  Knees,2,4:20,"
              UFC on FX: Maynard vs Guida
            "
4707,win,Dan Miller  Ricardo Funch,1  0,57  72,0  2,3  0,Welterweight,SUB  Guillotine Choke,3,3:12,"
              UFC on FX: Maynard vs Guida
            "
4708,win,Ken Stone  Dustin Pague,0  0,63  41,0  0,0  0,Bantamweight,S-DEC,3,5:00,"
              UFC on FX: Maynard vs Guida
            "
4709,win,Demetrious Johnson  Ian McCall,1  0,90  57,2  1,0  0,Flyweight,U-DEC,3,5:00,"
              UFC on FX: Johnson vs McCall
            "
4710,win,Erick Silva  Charlie Brenneman,0  0,10  3,0  1,2  0,Welterweight,SUB  Rear Naked Choke,1,4:33,"
              UFC on FX: Johnson vs McCall
            "
4711,win,Mike Pyle  Josh Neer,1  0,18  19,1  0,0  0,Welterweight,KO/TKO  Punch,1,4:56,"
              UFC on FX: Johnson vs McCall
            "
4712,win,Eddie Wineland  Scott Jorgensen,1  0,61  48,1  0,0  0,Bantamweight,KO/TKO  Punch,2,4:10,"
              UFC on FX: Johnson vs McCall
            "
4713,win,Mike Pierce  Carlos Eduardo Rocha,0  0,32  17,3  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FX: Johnson vs McCall
            "
4714,win,Seth Baczynski  Lance Benoist,0  0,25  35,1  3,0  0,Welterweight,S-DEC,3,5:00,"
              UFC on FX: Johnson vs McCall
            "
4715,win,Matt Grice  Leonard Garcia,0  0,61  2,4  0,1  0,Featherweight,U-DEC,3,5:00,"
              UFC on FX: Johnson vs McCall
            "
4716,win,Dustin Pague  Jared Papazian,0  0,6  7,1  0,1  0,Bantamweight,SUB  Rear Naked Choke,1,3:21,"
              UFC on FX: Johnson vs McCall
            "
4717,win,Tim Means  Justin Salas,2  0,26  5,0  0,0  0,Lightweight,KO/TKO  Punches,1,1:06,"
              UFC on FX: Johnson vs McCall
            "
4718,win,Buddy Roberts  Caio Magalhaes,0  0,35  22,0  2,0  0,Middleweight,U-DEC,3,5:00,"
              UFC on FX: Johnson vs McCall
            "
4719,win,Henry Martinez  Bernardo Magalhaes,0  0,18  26,0  0,0  1,Lightweight,S-DEC,3,5:00,"
              UFC on FX: Johnson vs McCall
            "
4720,win,Sean Pierson  Jake Hecht,0  0,41  37,1  3,1  0,Welterweight,U-DEC,3,5:00,"
              UFC on FX: Johnson vs McCall
            "
4721,win,Martin Kampmann  Jake Ellenberger,1  1,13  19,0  0,0  0,Welterweight,KO/TKO  Knee,2,1:40,"
              The Ultimate Fighter: Live Finale
            "
4722,win,Michael Chiesa  Al Iaquinta,0  0,9  8,1  0,1  0,Lightweight,SUB  Rear Naked Choke,1,2:47,"
              The Ultimate Fighter: Live Finale
            "
4723,win,Charles Oliveira  Jonathan Brookins,0  0,42  27,1  1,1  1,Featherweight,SUB  Anaconda Choke,2,2:42,"
              The Ultimate Fighter: Live Finale
            "
4724,win,Max Holloway  Pat Schilling,1  0,118  27,0  0,0  0,Featherweight,U-DEC,3,5:00,"
              The Ultimate Fighter: Live Finale
            "
4725,win,Justin Lawrence  John Cofer,1  0,54  36,1  2,0  0,Lightweight,KO/TKO  Kick,3,0:19,"
              The Ultimate Fighter: Live Finale
            "
4726,win,Daron Cruickshank  Chris Tickle,0  0,17  16,4  1,0  2,Lightweight,U-DEC,3,5:00,"
              The Ultimate Fighter: Live Finale
            "
4727,win,Myles Jury  Chris Saunders,0  0,12  6,0  1,1  0,Lightweight,SUB  Guillotine Choke,1,4:03,"
              The Ultimate Fighter: Live Finale
            "
4728,win,Sam Sicilia  Cristiano Marcello,0  0,33  39,0  0,0  0,Lightweight,KO/TKO  Knee,2,2:53,"
              The Ultimate Fighter: Live Finale
            "
4729,win,Joe Proctor  Jeremy Larsen,1  0,10  13,0  0,0  0,Lightweight,KO/TKO  Knee,1,1:59,"
              The Ultimate Fighter: Live Finale
            "
4730,win,Erik Perez  John Albert,0  0,18  6,0  0,1  2,Bantamweight,SUB  Armbar,1,4:18,"
              The Ultimate Fighter: Live Finale
            "
4731,win,Junior Dos Santos  Frank Mir,1  0,59  17,0  0,0  0,Heavyweight,KO/TKO  Punch,2,3:04,"
              UFC 146: Dos Santos vs Mir
            "
4732,win,Cain Velasquez  Antonio Silva,0  0,28  1,1  0,0  0,Heavyweight,KO/TKO  Punches,1,3:36,"
              UFC 146: Dos Santos vs Mir
            "
4733,win,Roy Nelson  Dave Herman,1  0,2  3,0  0,0  0,Heavyweight,KO/TKO  Punch,1,0:51,"
              UFC 146: Dos Santos vs Mir
            "
4734,win,Stipe Miocic  Shane del Rosario,0  0,32  32,2  0,0  0,Heavyweight,KO/TKO  Elbows,2,3:14,"
              UFC 146: Dos Santos vs Mir
            "
4735,win,Stefan Struve  Lavar Johnson,0  0,0  4,0  0,1  0,Heavyweight,SUB  Armbar,1,1:05,"
              UFC 146: Dos Santos vs Mir
            "
4736,win,Darren Elkins  Diego Brandao,0  0,36  23,1  0,1  0,Featherweight,U-DEC,3,5:00,"
              UFC 146: Dos Santos vs Mir
            "
4737,win,Jamie Varner  Edson Barboza,1  0,20  11,2  0,0  0,Lightweight,KO/TKO  Punches,1,3:23,"
              UFC 146: Dos Santos vs Mir
            "
4738,win,CB Dollaway  Jason Miller,0  0,29  14,4  0,1  2,Middleweight,U-DEC,3,5:00,"
              UFC 146: Dos Santos vs Mir
            "
4739,win,Dan Hardy  Duane Ludwig,1  0,18  17,0  0,0  0,Welterweight,KO/TKO  Punch,1,3:51,"
              UFC 146: Dos Santos vs Mir
            "
4740,win,Paul Sass  Jacob Volkmann,0  0,1  2,0  0,2  0,Lightweight,SUB  Triangle Armbar,1,1:54,"
              UFC 146: Dos Santos vs Mir
            "
4741,win,Glover Teixeira  Kyle Kingsbury,0  0,15  5,0  0,1  0,Light Heavyweight,SUB  Arm Triangle,1,1:53,"
              UFC 146: Dos Santos vs Mir
            "
4742,win,Mike Brown  Daniel Pineda,0  0,38  28,2  1,0  0,Featherweight,U-DEC,3,5:00,"
              UFC 146: Dos Santos vs Mir
            "
4743,win,Chan Sung Jung  Dustin Poirier,0  0,74  56,4  0,3  0,Featherweight,SUB  D'Arce Choke,4,1:07,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4744,win,Amir Sadollah  Jorge Lopez,0  0,36  32,1  4,1  0,Welterweight,S-DEC,3,5:00,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4745,win,Donald Cerrone  Jeremy Stephens,0  0,87  46,1  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4746,win,Yves Jabouin  Jeff Hougland,1  0,50  18,0  0,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4747,win,Igor Pokrajac  Fabio Maldonado,0  0,36  98,1  0,0  0,Light Heavyweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4748,win,Tom Lawlor  Jason MacDonald,1  0,5  1,0  0,0  0,Middleweight,KO/TKO  Punch,1,0:50,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4749,win,Brad Tavares  Dongi Yang,0  0,39  32,2  1,0  0,Middleweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4750,win,Cody McKenzie  Marcus LeVesseur,0  0,1  7,0  2,2  1,Lightweight,SUB  Guillotine Choke,1,3:05,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4751,win,TJ Grant  Carlo Prater,0  0,68  27,3  0,1  1,Lightweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4752,win,Rafael Dos Anjos  Kamal Shalorus,1  0,5  2,0  0,1  0,Lightweight,SUB  Rear Naked Choke,1,1:40,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4753,win,Johnny Eduardo  Jeff Curran,0  0,51  31,0  0,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4754,win,Francisco Rivera  Alex Soto,1  0,68  41,0  3,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Korean Zombie vs Poirier
            "
4755,win,Nate Diaz  Jim Miller,0  0,46  25,0  1,2  0,Lightweight,SUB  Guillotine Choke,2,4:09,"
              UFC on FOX: Diaz vs Miller
            "
4756,win,Johny Hendricks  Josh Koscheck,0  0,55  33,2  1,0  0,Welterweight,S-DEC,3,5:00,"
              UFC on FOX: Diaz vs Miller
            "
4757,win,Alan Belcher  Rousimar Palhares,0  0,20  0,0  1,1  1,Middleweight,KO/TKO  Punches,1,4:18,"
              UFC on FOX: Diaz vs Miller
            "
4758,win,Lavar Johnson  Pat Barry,1  0,39  15,0  0,0  1,Heavyweight,KO/TKO  Punches,1,4:38,"
              UFC on FOX: Diaz vs Miller
            "
4759,win,Michael Johnson  Tony Ferguson,1  0,67  45,0  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC on FOX: Diaz vs Miller
            "
4760,win,John Dodson  Tim Elliott,0  0,80  79,2  0,0  0,Flyweight,U-DEC,3,5:00,"
              UFC on FOX: Diaz vs Miller
            "
4761,win,John Hathaway  Pascal Krauss,1  0,68  33,2  1,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FOX: Diaz vs Miller
            "
4762,win,Louis Gaudinot  John Lineker,0  0,65  96,2  0,1  0,Flyweight,SUB  Guillotine Choke,2,4:54,"
              UFC on FOX: Diaz vs Miller
            "
4763,win,Danny Castillo  John Cholish,0  0,52  29,1  1,0  0,Lightweight,U-DEC,3,5:00,"
              UFC on FOX: Diaz vs Miller
            "
4764,win,Dennis Bermudez  Pablo Garza,0  0,45  27,8  0,1  0,Featherweight,U-DEC,3,5:00,"
              UFC on FOX: Diaz vs Miller
            "
4765,win,Roland Delorme  Nick Denis,0  0,26  24,1  1,2  0,Bantamweight,SUB  Rear Naked Choke,1,4:59,"
              UFC on FOX: Diaz vs Miller
            "
4766,win,Karlos Vemola  Mike Massenzio,0  0,16  11,2  1,2  0,Middleweight,SUB  Rear Naked Choke,2,1:07,"
              UFC on FOX: Diaz vs Miller
            "
4767,win,Jon Jones  Rashad Evans,0  0,105  45,1  0,0  0,Light Heavyweight,U-DEC,5,5:00,"
              UFC 145: Jones vs Evans
            "
4768,win,Rory MacDonald  Che Mills,0  0,47  6,2  0,0  0,Welterweight,KO/TKO  Punches,2,2:20,"
              UFC 145: Jones vs Evans
            "
4769,win,Ben Rothwell  Brendan Schaub,1  0,8  9,0  0,0  0,Heavyweight,KO/TKO  Punch,1,1:10,"
              UFC 145: Jones vs Evans
            "
4770,win,Michael McDonald  Miguel Torres,1  0,16  8,0  0,0  0,Bantamweight,KO/TKO  Punch,1,3:18,"
              UFC 145: Jones vs Evans
            "
4771,win,Eddie Yagin  Mark Hominick,2  0,84  110,0  0,0  0,Featherweight,S-DEC,3,5:00,"
              UFC 145: Jones vs Evans
            "
4772,win,Mark Bocek  John Alessio,0  0,74  33,5  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 145: Jones vs Evans
            "
4773,win,Travis Browne  Chad Griggs,0  0,4  0,1  0,1  0,Heavyweight,SUB  Arm Triangle,1,2:29,"
              UFC 145: Jones vs Evans
            "
4774,win,Matt Brown  Stephen Thompson,0  0,36  67,5  0,1  0,Welterweight,U-DEC,3,5:00,"
              UFC 145: Jones vs Evans
            "
4775,win,Anthony Njokuani  John Makdessi,0  0,73  39,0  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 145: Jones vs Evans
            "
4776,win,Mac Danzig  Efrain Escudero,0  0,67  56,1  0,0  1,Lightweight,U-DEC,3,5:00,"
              UFC 145: Jones vs Evans
            "
4777,win,Chris Clements  Keith Wisniewski,2  0,68  28,0  3,0  1,Welterweight,S-DEC,3,5:00,"
              UFC 145: Jones vs Evans
            "
4778,win,Marcus Brimage  Maximo Blanco,0  0,24  18,0  0,0  0,Featherweight,S-DEC,3,5:00,"
              UFC 145: Jones vs Evans
            "
4779,win,Alexander Gustafsson  Thiago Silva,1  0,76  38,1  0,0  0,Light Heavyweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4780,win,Brian Stann  Alessio Sakara,1  0,18  7,0  0,0  0,Middleweight,KO/TKO  Punch,1,2:26,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4781,win,Siyar Bahadurzada  Paulo Thiago,1  0,3  0,0  0,0  0,Welterweight,KO/TKO  Punch,1,0:42,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4782,win,Dennis Siver  Diego Nunes,0  0,68  49,0  0,0  0,Featherweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4783,win,John Maguire  DaMarques Johnson,0  0,6  15,3  0,1  1,Welterweight,SUB  Armbar,2,4:40,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4784,win,Brad Pickett  Damacio Page,1  0,36  23,4  1,1  1,Bantamweight,SUB  Rear Naked Choke,2,4:05,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4785,win,James Head  Papy Abedi,0  0,21  11,0  1,1  0,Welterweight,SUB  Rear Naked Choke,1,4:33,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4786,win,Cyrille Diabate  Tom DeBlass,0  0,48  1,2  2,0  1,Light Heavyweight,M-DEC,3,5:00,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4787,win,Francis Carmont  Magnus Cedenblad,0  0,28  11,2  0,1  1,Middleweight,SUB  Rear Naked Choke,2,1:42,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4788,win,Reza Madadi  Yoislandy Izquierdo,0  0,1  36,3  0,1  0,Lightweight,SUB  Guillotine Choke,2,1:28,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4789,win,Simeon Thoresen  Besam Yousef,0  0,37  28,1  0,3  0,Welterweight,SUB  Rear Naked Choke,2,2:36,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4790,win,Jason Young  Eric Wisely,0  0,44  36,4  0,0  0,Featherweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Gustafsson vs Silva
            "
4791,win,Martin Kampmann  Thiago Alves,0  0,47  62,1  2,1  0,Welterweight,SUB  Guillotine Choke,3,4:12,"
              UFC on FX: Alves vs Kampmann
            "
4792,win,Joseph Benavidez  Yasuhiro Urushitani,1  0,18  8,1  0,1  0,Flyweight,KO/TKO  Punch,2,0:11,"
              UFC on FX: Alves vs Kampmann
            "
4793,draw  draw,Demetrious Johnson  Ian McCall,0  0,75  61,0  4,0  0,Flyweight,M-DEC,3,5:00,"
              UFC on FX: Alves vs Kampmann
            "
4794,win,Constantinos Philippou  Court McGee,0  0,60  58,0  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC on FX: Alves vs Kampmann
            "
4795,win,James Te Huna  Aaron Rosa,0  0,22  0,0  0,0  0,Light Heavyweight,KO/TKO  Punches,1,2:08,"
              UFC on FX: Alves vs Kampmann
            "
4796,win,Anthony Perosh  Nick Penner,0  0,25  5,2  0,0  0,Light Heavyweight,KO/TKO  Punches,1,4:59,"
              UFC on FX: Alves vs Kampmann
            "
4797,win,Steven Siler  Cole Miller,0  0,81  72,1  1,1  0,Featherweight,U-DEC,3,5:00,"
              UFC on FX: Alves vs Kampmann
            "
4798,win,Andrew Craig  Kyle Noke,0  0,36  36,1  3,0  1,Middleweight,U-DEC,3,5:00,"
              UFC on FX: Alves vs Kampmann
            "
4799,win,TJ Waldburger  Jake Hecht,0  0,3  2,1  0,1  0,Welterweight,SUB  Armbar,1,0:55,"
              UFC on FX: Alves vs Kampmann
            "
4800,win,Daniel Pineda  Mackens Semerzier,1  0,14  9,0  0,2  0,Featherweight,SUB  Armbar,1,2:05,"
              UFC on FX: Alves vs Kampmann
            "
4801,win,Shawn Jordan  Oli Thompson,0  0,64  29,0  0,0  1,Heavyweight,KO/TKO  Punches,2,3:53,"
              UFC on FX: Alves vs Kampmann
            "
4802,win,Benson Henderson  Frankie Edgar,0  0,87  68,1  5,3  0,Lightweight,U-DEC,5,5:00,"
              UFC 144: Edgar vs Henderson
            "
4803,win,Ryan Bader  Quinton Jackson,0  0,55  16,4  1,0  0,Light Heavyweight,U-DEC,3,5:00,"
              UFC 144: Edgar vs Henderson
            "
4804,win,Mark Hunt  Cheick Kongo,1  0,10  5,0  0,0  0,Heavyweight,KO/TKO  Punches,1,2:11,"
              UFC 144: Edgar vs Henderson
            "
4805,win,Jake Shields  Yoshihiro Akiyama,0  0,91  33,2  2,0  0,Welterweight,U-DEC,3,5:00,"
              UFC 144: Edgar vs Henderson
            "
4806,win,Tim Boetsch  Yushin Okami,1  0,42  29,0  1,1  0,Middleweight,KO/TKO  Punches,3,0:54,"
              UFC 144: Edgar vs Henderson
            "
4807,win,Hatsu Hioki  Bart Palaszewski,0  0,67  26,2  0,2  1,Featherweight,U-DEC,3,5:00,"
              UFC 144: Edgar vs Henderson
            "
4808,win,Anthony Pettis  Joe Lauzon,1  0,9  0,0  0,0  0,Lightweight,KO/TKO  Kick,1,1:21,"
              UFC 144: Edgar vs Henderson
            "
4809,win,Takanori Gomi  Eiji Mitsuoka,0  1,48  32,0  1,0  1,Lightweight,KO/TKO  Punches,2,2:21,"
              UFC 144: Edgar vs Henderson
            "
4810,win,Vaughan Lee  Norifumi Yamamoto,1  0,14  21,0  1,2  0,Bantamweight,SUB  Armbar,1,4:29,"
              UFC 144: Edgar vs Henderson
            "
4811,win,Riki Fukuda  Steve Cantwell,0  0,124  47,3  1,0  1,Middleweight,U-DEC,3,5:00,"
              UFC 144: Edgar vs Henderson
            "
4812,win,Chris Cariaso  Takeya Mizugaki,0  0,37  28,0  2,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC 144: Edgar vs Henderson
            "
4813,win,Issei Tamura  Zhang Tiequan,2  0,15  6,1  0,0  1,Featherweight,KO/TKO  Punch,2,0:32,"
              UFC 144: Edgar vs Henderson
            "
4814,win,Jake Ellenberger  Diego Sanchez,1  0,62  29,2  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Sanchez vs Ellenberger
            "
4815,win,Stefan Struve  Dave Herman,1  0,47  51,1  0,0  0,Heavyweight,KO/TKO  Punches,2,3:52,"
              UFC on FUEL TV: Sanchez vs Ellenberger
            "
4816,win,Ronny Markes  Aaron Simpson,0  1,62  55,2  0,0  0,Middleweight,S-DEC,3,5:00,"
              UFC on FUEL TV: Sanchez vs Ellenberger
            "
4817,win,Stipe Miocic  Philip De Fries,1  0,8  7,0  0,0  0,Heavyweight,KO/TKO  Punch,1,0:43,"
              UFC on FUEL TV: Sanchez vs Ellenberger
            "
4818,win,TJ Dillashaw  Walel Watson,0  0,85  11,3  0,5  1,Bantamweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Sanchez vs Ellenberger
            "
4819,win,Ivan Menjivar  John Albert,0  0,25  31,1  0,2  3,Bantamweight,SUB  Rear Naked Choke,1,3:45,"
              UFC on FUEL TV: Sanchez vs Ellenberger
            "
4820,win,Jonathan Brookins  Vagner Rocha,0  0,18  7,1  0,0  0,Featherweight,KO/TKO  Punches,1,1:32,"
              UFC on FUEL TV: Sanchez vs Ellenberger
            "
